# test file with 100 particules and 4 robots for Draw mode
#

4
0. 0.1 0.1
-1. 0.1 1.7
-1. -1.0 -3.1
0. -1. -1.7
FIN_LISTE

100 
	 0.100000 	0.300000 	1.200000 	0.000000
	 0.100000 	0.312000 	1.239297 	0.693212
	 0.100000 	0.324000 	0.858320 	1.397457
	 0.100000 	0.336000 	0.075860 	1.858452
	 0.100000 	0.348000 	-0.940526 	1.855212
	 0.100000 	0.360000 	-1.909123 	1.282673
	 0.100000 	0.372000 	-2.511616 	0.205385
	 0.100000 	0.384000 	-2.492382 	-1.138258
	 0.100000 	0.396000 	-1.749577 	-2.387589
	 0.100000 	0.408000 	-0.388226 	-3.156213
	 0.100000 	0.420000 	1.285124 	-3.147770
	 0.100000 	0.432000 	2.830260 	-2.256996
	 0.100000 	0.444000 	3.788985 	-0.623854
	 0.100000 	0.456000 	3.818268 	1.380010
	 0.100000 	0.468000 	2.802750 	3.234655
	 0.100000 	0.480000 	0.911565 	4.406705
	 0.100000 	0.492000 	-1.421968 	4.500712
	 0.100000 	0.504000 	-3.598413 	3.384527
	 0.100000 	0.516000 	-5.006186 	1.250479
	 0.100000 	0.528000 	-5.191885 	-1.410225
	 0.100000 	0.540000 	-3.999888 	-3.919298
	 0.100000 	0.552000 	-1.639544 	-5.584290
	 0.100000 	0.564000 	1.344181 	-5.888529
	 0.100000 	0.576000 	4.195208 	-4.646271
	 0.100000 	0.588000 	6.137935 	-2.077536
	 0.100000 	0.600000 	6.587356 	1.223414
	 0.100000 	0.612000 	5.321000 	4.424178
	 0.100000 	0.624000 	2.563065 	6.664105
	 0.100000 	0.636000 	-1.047680 	7.285051
	 0.100000 	0.648000 	-4.604390 	6.021295
	 0.100000 	0.660000 	-7.159860 	3.094576
	 0.100000 	0.672000 	-7.978286 	-0.816915
	 0.100000 	0.684000 	-6.744271 	-4.734174
	 0.100000 	0.696000 	-3.670356 	-7.622341
	 0.100000 	0.708000 	0.531235 	-8.663728
	 0.100000 	0.720000 	4.812016 	-7.486956
	 0.100000 	0.732000 	8.048781 	-4.288534
	 0.100000 	0.744000 	9.338048 	0.190934
	 0.100000 	0.756000 	8.246289 	4.836561
	 0.100000 	0.768000 	4.947088 	8.436511
	 0.100000 	0.780000 	0.203508 	9.997929
	 0.100000 	0.792000 	-4.806620 	9.019135
	 0.100000 	0.804000 	-8.782970 	5.643850
	 0.100000 	0.816000 	-10.640077 	0.651438
	 0.100000 	0.828000 	-9.802294 	-4.721169
	 0.100000 	0.840000 	-6.376512 	-9.085709
	 0.100000 	0.852000 	-1.152018 	-11.261228
	 0.100000 	0.864000 	4.579359 	-10.592501
	 0.100000 	0.876000 	9.342401 	-7.142629
	 0.100000 	0.888000 	11.858160 	-1.704239
	 0.100000 	0.900000 	11.386444 	4.380512
	 0.100000 	0.912000 	7.939628 	9.550848
	 0.100000 	0.924000 	2.306912 	12.427701
	 0.100000 	0.936000 	-4.124129 	12.180770
	 0.100000 	0.948000 	-9.708987 	8.764815
	 0.100000 	0.960000 	-12.966735 	2.958678
	 0.100000 	0.972000 	-12.972091 	-3.809891
	 0.100000 	0.984000 	-9.615377 	-9.814893
	 0.100000 	0.996000 	-3.658008 	-13.472215
	 0.100000 	1.008000 	3.437657 	-13.756995
	 0.100000 	1.020000 	9.866791 	-10.488395
	 0.100000 	1.032000 	13.941169 	-4.403205
	 0.100000 	1.044000 	14.532058 	3.007473
	 0.100000 	1.056000 	11.380848 	9.863058
	 0.100000 	1.068000 	5.192412 	14.370708
	 0.100000 	1.080000 	-2.519566 	15.293848
	 0.100000 	1.092000 	-9.802227 	12.289619
	 0.100000 	1.104000 	-14.758039 	6.023610
	 0.100000 	1.116000 	-16.038939 	-1.974345
	 0.100000 	1.128000 	-13.211510 	-9.682996
	 0.100000 	1.140000 	-6.894629 	-15.100467
	 0.100000 	1.152000 	1.372406 	-16.763917
	 0.100000 	1.164000 	9.504229 	-14.143240
	 0.100000 	1.176000 	15.395405 	-7.803147
	 0.100000 	1.188000 	17.465390 	0.714526
	 0.100000 	1.200000 	15.081461 	9.264962
	 0.100000 	1.212000 	8.746700 	15.640385
	 0.100000 	1.224000 	-0.001666 	18.140000
	 0.100000 	1.236000 	-8.964406 	16.022766
	 0.100000 	1.248000 	-15.833060 	9.722685
	 0.100000 	1.260000 	-18.784428 	0.765033
	 0.100000 	1.272000 	-16.963693 	-8.601948
	 0.100000 	1.284000 	-10.728368 	-15.971215
	 0.100000 	1.296000 	-1.584251 	-19.395405
	 0.100000 	1.308000 	8.177161 	-17.900739
	 0.100000 	1.320000 	16.052773 	-11.760887
	 0.100000 	1.332000 	19.850620 	-2.439850
	 0.100000 	1.344000 	18.515599 	7.561255
	 0.100000 	1.356000 	12.468155 	15.637938
	 0.100000 	1.368000 	3.247428 	19.734594
	 0.100000 	1.380000 	-6.799805 	18.808579
	 0.100000 	1.392000 	-15.116413 	13.095574
	 0.100000 	1.404000 	-19.585728 	4.049602
	 0.100000 	1.416000 	-19.070260 	-6.027039
	 0.100000 	1.428000 	-13.701201 	-14.569732
	 0.100000 	1.440000 	-4.845036 	-19.404268
	 0.100000 	1.452000 	5.244243 	-19.300205
	 0.100000 	1.464000 	13.998806 	-14.284028
	 0.100000 	1.476000 	19.190518 	-5.632408
	 0.100000 	1.488000 	19.498033 	4.452721
FIN_LISTE
